Comment,Hate,clean_comment,Tokens,Length
This is y I hate Rohit Sharma ... Rohit ne de diya mauka...,yes,hate rohit sharma rohit ne de diya mauka,"['hate', 'rohit', 'sharma', 'rohit', 'ne', 'de', 'diya', 'mauka']",8
Tum kaisa kah sakto ho hum terrorism phala rahen sala hum na teri biwi ke shalwar ma bomb chora tha kiya ba..!!,no,tum kaisa kah sakto ho hum terrorism phala rahen sala hum na teri biwi ke shalwar bomb chora tha kiya ba,"['tum', 'kaisa', 'kah', 'sakto', 'ho', 'hum', 'terrorism', 'phala', 'rahen', 'sala', 'hum', 'na', 'teri', 'biwi', 'ke', 'shalwar', 'bomb', 'chora', 'tha', 'kiya', 'ba']",21
Sab se zaida ashwin ka rape hua hai. #INDvPAK,no,sab se zaida ashwin ka rape hua hai indvpak,"['sab', 'se', 'zaida', 'ashwin', 'ka', 'rape', 'hua', 'hai', 'indvpak']",9
Abe gandu... Hum baap log hi hain!! Gawar saale pehle apna terrorism wala desh ko sambhalo,no,abe gandu hum baap log hi hain gawar saale pehle apna terrorism wala desh ko sambhalo,"['abe', 'gandu', 'hum', 'baap', 'log', 'hi', 'hain', 'gawar', 'saale', 'pehle', 'apna', 'terrorism', 'wala', 'desh', 'ko', 'sambhalo']",16
Bilkul sir terrorism hi khatm karne ki koshish kar rahe hain Kulbhoshan ki phaansi se kuch to kami ayegi hi.,no,bilkul sir terrorism hi khatm karne ki koshish kar rahe hain kulbhoshan ki phaansi se kuch kami ayegi hi,"['bilkul', 'sir', 'terrorism', 'hi', 'khatm', 'karne', 'ki', 'koshish', 'kar', 'rahe', 'hain', 'kulbhoshan', 'ki', 'phaansi', 'se', 'kuch', 'kami', 'ayegi', 'hi']",19
Shaqal say he tu kisi rape  ki paidawar lagta hai  bata kitnay bap hain Teray,yes,shaqal say tu kisi rape ki paidawar lagta hai bata kitnay bap hain teray,"['shaqal', 'say', 'tu', 'kisi', 'rape', 'ki', 'paidawar', 'lagta', 'hai', 'bata', 'kitnay', 'bap', 'hain', 'teray']",14
Abhi kulbushan Yadav ko phansi de kar terrorism band karty hain.,yes,abhi kulbushan yadav ko phansi de kar terrorism band karty hain,"['abhi', 'kulbushan', 'yadav', 'ko', 'phansi', 'de', 'kar', 'terrorism', 'band', 'karty', 'hain']",11
Nd hmare bhagwan Ko convo me law tum ab tum ye bhi Bata do tumhare tharki mohd ne 9yrs ki bacchi ayesha ka rape q kia.gawar tharki mohd,no,nd hmare bhagwan ko convo law tum ab tum ye bhi bata tumhare tharki mohd ne yrs ki bacchi ayesha ka rape q kiagawar tharki mohd,"['nd', 'hmare', 'bhagwan', 'ko', 'convo', 'law', 'tum', 'ab', 'tum', 'ye', 'bhi', 'bata', 'tumhare', 'tharki', 'mohd', 'ne', 'yrs', 'ki', 'bacchi', 'ayesha', 'ka', 'rape', 'q', 'kiagawar', 'tharki', 'mohd']",26
I hate this gola bhallo Yuvraj Singh,yes,hate gola bhallo yuvraj singh,"['hate', 'gola', 'bhallo', 'yuvraj', 'singh']",5
Aur india ki un aurton se bhi ziyada hai jo rape victim nahin hain https://twitter.com/Trendulkar/status/876413007433170944 …,no,aur india ki un aurton se bhi ziyada hai jo rape victim nahin hain …,"['aur', 'india', 'ki', 'un', 'aurton', 'se', 'bhi', 'ziyada', 'hai', 'jo', 'rape', 'victim', 'nahin', 'hain', '…']",15
Pakistan jeet rahi hai chalo iftari rakh lete how much I hate this,yes,pakistan jeet rahi hai chalo iftari rakh lete much hate,"['pakistan', 'jeet', 'rahi', 'hai', 'chalo', 'iftari', 'rakh', 'lete', 'much', 'hate']",10
Wahi tho apne yahan thoda rape cases badhte hain aur hamein kharab lagne lagta hai.,no,wahi tho apne yahan thoda rape cases badhte hain aur hamein kharab lagne lagta hai,"['wahi', 'tho', 'apne', 'yahan', 'thoda', 'rape', 'cases', 'badhte', 'hain', 'aur', 'hamein', 'kharab', 'lagne', 'lagta', 'hai']",15
"Khila v dete h inhe,indians ki tatti khake toh Inhe dimag aaye.Dimag toh terrorism k alava or kisy chiz me lagta Ni inkakhake toh aaye",no,khila v dete h inheindians ki tatti khake toh inhe dimag aayedimag toh terrorism k alava kisy chiz lagta ni inkakhake toh aaye,"['khila', 'v', 'dete', 'h', 'inheindians', 'ki', 'tatti', 'khake', 'toh', 'inhe', 'dimag', 'aayedimag', 'toh', 'terrorism', 'k', 'alava', 'kisy', 'chiz', 'lagta', 'ni', 'inkakhake', 'toh', 'aaye']",23
Haan teri maa ki choot mein kitne rape huey the jo tu hua?,no,haan teri maa ki choot mein kitne rape huey jo tu hua,"['haan', 'teri', 'maa', 'ki', 'choot', 'mein', 'kitne', 'rape', 'huey', 'jo', 'tu', 'hua']",12
Itti khushi ki baat nhin hai century bna ke ja raha hai vo hate u so much Mr. Zaman,no,itti khushi ki baat nhin hai century bna ke ja raha hai vo hate u much mr zaman,"['itti', 'khushi', 'ki', 'baat', 'nhin', 'hai', 'century', 'bna', 'ke', 'ja', 'raha', 'hai', 'vo', 'hate', 'u', 'much', 'mr', 'zaman']",18
"Accha theek he matt band karo terrorism. Jab Taliban aapke schools main ghuskar khoon ki Holi khelte hain, tab kaisa lagta he aapko!",yes,accha theek matt band karo terrorism jab taliban aapke schools main ghuskar khoon ki holi khelte hain tab kaisa lagta aapko,"['accha', 'theek', 'matt', 'band', 'karo', 'terrorism', 'jab', 'taliban', 'aapke', 'schools', 'main', 'ghuskar', 'khoon', 'ki', 'holi', 'khelte', 'hain', 'tab', 'kaisa', 'lagta', 'aapko']",21
#Pakistan 700 Runs karle lekin #BaapBaapHotaHai tu toh jeet nehi payega! #CT2017 aukat kya hain tera #terrorism,no,pakistan runs karle lekin baapbaaphotahai tu toh jeet nehi payega ct aukat kya hain tera terrorism,"['pakistan', 'runs', 'karle', 'lekin', 'baapbaaphotahai', 'tu', 'toh', 'jeet', 'nehi', 'payega', 'ct', 'aukat', 'kya', 'hain', 'tera', 'terrorism']",16
"Bus isi mein khusi mil jayegi tumhare desh ko, aur toh kuch kar nahi sakte terrorism ke alawa tum log",no,bus isi mein khusi mil jayegi tumhare desh ko aur toh kuch kar nahi sakte terrorism ke alawa tum log,"['bus', 'isi', 'mein', 'khusi', 'mil', 'jayegi', 'tumhare', 'desh', 'ko', 'aur', 'toh', 'kuch', 'kar', 'nahi', 'sakte', 'terrorism', 'ke', 'alawa', 'tum', 'log']",20
Motherchod wo to ajse 100 sal pehle nahi tha. Pichle 20 saal se US ungli Kar raha hai isiliye terrorism hue hai https://twitter.com/imkks7777777/status/876386053342547968 …,no,motherchod wo ajse sal pehle nahi tha pichle saal se us ungli kar raha hai isiliye terrorism hue hai …,"['motherchod', 'wo', 'ajse', 'sal', 'pehle', 'nahi', 'tha', 'pichle', 'saal', 'se', 'us', 'ungli', 'kar', 'raha', 'hai', 'isiliye', 'terrorism', 'hue', 'hai', '…']",20
Bhai ye india ka rape chal raha hai,no,bhai ye india ka rape chal raha hai,"['bhai', 'ye', 'india', 'ka', 'rape', 'chal', 'raha', 'hai']",8
Bhai ye india ka rape chal raha hai.,no,bhai ye india ka rape chal raha hai,"['bhai', 'ye', 'india', 'ka', 'rape', 'chal', 'raha', 'hai']",8
Blooch mie dkho kitne rape hoo rahe sabse jadya rape Pak maie hei hoote hai,no,blooch mie dkho kitne rape hoo rahe sabse jadya rape pak maie hei hoote hai,"['blooch', 'mie', 'dkho', 'kitne', 'rape', 'hoo', 'rahe', 'sabse', 'jadya', 'rape', 'pak', 'maie', 'hei', 'hoote', 'hai']",15
Aaj terrorism k sath tmhare ghar warh jayen ge.,no,aaj terrorism k sath tmhare ghar warh jayen ge,"['aaj', 'terrorism', 'k', 'sath', 'tmhare', 'ghar', 'warh', 'jayen', 'ge']",9
Jadeja ka rape hogya hai,no,jadeja ka rape hogya hai,"['jadeja', 'ka', 'rape', 'hogya', 'hai']",5
Aur tum log rape karna chor do humain b haar manzoor hogi,no,aur tum log rape karna chor humain b haar manzoor hogi,"['aur', 'tum', 'log', 'rape', 'karna', 'chor', 'humain', 'b', 'haar', 'manzoor', 'hogi']",11
ji ...mujhe to sardaron par bane jokes bhi pasand nahi ...i hate it,yes,ji mujhe sardaron par bane jokes bhi pasand nahi hate,"['ji', 'mujhe', 'sardaron', 'par', 'bane', 'jokes', 'bhi', 'pasand', 'nahi', 'hate']",10
Ha ha ha jaise pak me rape nahi hota!! Bhai pak is the no 1 in terrorist supply. Riot hua bandh bhi hogaya pak ne kya terrorism chor diya?,no,ha ha ha jaise pak rape nahi hota bhai pak terrorist supply riot hua bandh bhi hogaya pak ne kya terrorism chor diya,"['ha', 'ha', 'ha', 'jaise', 'pak', 'rape', 'nahi', 'hota', 'bhai', 'pak', 'terrorist', 'supply', 'riot', 'hua', 'bandh', 'bhi', 'hogaya', 'pak', 'ne', 'kya', 'terrorism', 'chor', 'diya']",23
Apko pata b Hai k terrorism kon Kar raha Hai aur terrorism hoti Kya Hai nahi nahi ap kuch b nahi  janty ??,no,apko pata b hai k terrorism kon kar raha hai aur terrorism hoti kya hai nahi nahi ap kuch b nahi janty,"['apko', 'pata', 'b', 'hai', 'k', 'terrorism', 'kon', 'kar', 'raha', 'hai', 'aur', 'terrorism', 'hoti', 'kya', 'hai', 'nahi', 'nahi', 'ap', 'kuch', 'b', 'nahi', 'janty']",22
"Darze nai kehte darje kehte loruu singhh!! Na bolna aata hai na ilkhna, gang rape ki birth hai tumari yaqeenan hahaa",yes,darze nai kehte darje kehte loruu singhh na bolna aata hai na ilkhna gang rape ki birth hai tumari yaqeenan hahaa,"['darze', 'nai', 'kehte', 'darje', 'kehte', 'loruu', 'singhh', 'na', 'bolna', 'aata', 'hai', 'na', 'ilkhna', 'gang', 'rape', 'ki', 'birth', 'hai', 'tumari', 'yaqeenan', 'hahaa']",21
i hate it when ramiz raja comes on!!!! buri nazar ye hi lagata hai,yes,hate ramiz raja comes buri nazar ye hi lagata hai,"['hate', 'ramiz', 'raja', 'comes', 'buri', 'nazar', 'ye', 'hi', 'lagata', 'hai']",10
"Apni maa ka rape ka shayad hi koi itna jashn manata ho, dharm ke saath khoon bhi badal gaya tha lagta hai. Gandi naali ke keede! https://twitter.com/timesn0w/status/876081428584255489 …",no,apni maa ka rape ka shayad hi koi itna jashn manata ho dharm ke saath khoon bhi badal gaya tha lagta hai gandi naali ke keede …,"['apni', 'maa', 'ka', 'rape', 'ka', 'shayad', 'hi', 'koi', 'itna', 'jashn', 'manata', 'ho', 'dharm', 'ke', 'saath', 'khoon', 'bhi', 'badal', 'gaya', 'tha', 'lagta', 'hai', 'gandi', 'naali', 'ke', 'keede', '…']",27
apna desh sambhalo pehle..sara world mai jo terrorism faila rahe hai wo silhaynge humain k hum kaise apna desh chalaye,no,apna desh sambhalo pehlesara world mai jo terrorism faila rahe hai wo silhaynge humain k hum kaise apna desh chalaye,"['apna', 'desh', 'sambhalo', 'pehlesara', 'world', 'mai', 'jo', 'terrorism', 'faila', 'rahe', 'hai', 'wo', 'silhaynge', 'humain', 'k', 'hum', 'kaise', 'apna', 'desh', 'chalaye']",20
Ap kya samajhte ho hum khud apne hi country main hum khud  terrorism karahe hain,yes,ap kya samajhte ho hum khud apne hi country main hum khud terrorism karahe hain,"['ap', 'kya', 'samajhte', 'ho', 'hum', 'khud', 'apne', 'hi', 'country', 'main', 'hum', 'khud', 'terrorism', 'karahe', 'hain']",15
#hum band karay ya tum log bandy bhaijna band kardo. tum log he terrorism k baap ho.,no,hum band karay ya tum log bandy bhaijna band kardo tum log terrorism k baap ho,"['hum', 'band', 'karay', 'ya', 'tum', 'log', 'bandy', 'bhaijna', 'band', 'kardo', 'tum', 'log', 'terrorism', 'k', 'baap', 'ho']",16
Yadav ugly tu Indian tha na. Aur bhi proxies pakri hain humne Indian terrorism ki. Tabhi tu MashaAllah sukoon hai.,no,yadav ugly tu indian tha na aur bhi proxies pakri hain humne indian terrorism ki tabhi tu mashaallah sukoon hai,"['yadav', 'ugly', 'tu', 'indian', 'tha', 'na', 'aur', 'bhi', 'proxies', 'pakri', 'hain', 'humne', 'indian', 'terrorism', 'ki', 'tabhi', 'tu', 'mashaallah', 'sukoon', 'hai']",20
@narendramodi @PMOIndia @RashtrapatiBhvn ek din v aisa nhi jata jab kisi ka rape na hua ho. India has become the land of rapes. #shameonuspic.twitter.com/aeNAYBogf1,yes,USER,['USER'],1
Pyar me dard bohat hota hai yar i hate you S,yes,pyar dard bohat hota hai yar hate,"['pyar', 'dard', 'bohat', 'hota', 'hai', 'yar', 'hate']",7
rape ke aropi yusuf ko wha ki police bachane ki kosis kar rhi hai jo ki ek blatkaari hai. ye kaun btayega is tweet me#public shi kr rhi hai,no,rape ke aropi yusuf ko wha ki police bachane ki kosis kar rhi hai jo ki ek blatkaari hai ye kaun btayega tweet mepublic shi kr rhi hai,"['rape', 'ke', 'aropi', 'yusuf', 'ko', 'wha', 'ki', 'police', 'bachane', 'ki', 'kosis', 'kar', 'rhi', 'hai', 'jo', 'ki', 'ek', 'blatkaari', 'hai', 'ye', 'kaun', 'btayega', 'tweet', 'mepublic', 'shi', 'kr', 'rhi', 'hai']",28
And yeah...kulbhushan jadhav ki taraf se namasaty..terrorism ki bad karte hai bloody rapist,yes,yeahkulbhushan jadhav ki taraf se namasatyterrorism ki bad karte hai bloody rapist,"['yeahkulbhushan', 'jadhav', 'ki', 'taraf', 'se', 'namasatyterrorism', 'ki', 'bad', 'karte', 'hai', 'bloody', 'rapist']",12
Tabhi to india ke har gali mein rape hota hai...,no,tabhi india ke har gali mein rape hota hai,"['tabhi', 'india', 'ke', 'har', 'gali', 'mein', 'rape', 'hota', 'hai']",9
"Tum log karte ho baigairat kaum,,, maszido me bomb blast karte ho, Afghanistan me terrorism phaila rakha hai saalo tum logo ne..",no,tum log karte ho baigairat kaum maszido bomb blast karte ho afghanistan terrorism phaila rakha hai saalo tum logo ne,"['tum', 'log', 'karte', 'ho', 'baigairat', 'kaum', 'maszido', 'bomb', 'blast', 'karte', 'ho', 'afghanistan', 'terrorism', 'phaila', 'rakha', 'hai', 'saalo', 'tum', 'logo', 'ne']",20
yeh toh pathani kutte hain ko  ladkiyon ka rape karte hain yaad nahi bangladeshi ko 1971 mai kisne rape kiya PORKI,no,yeh toh pathani kutte hain ko ladkiyon ka rape karte hain yaad nahi bangladeshi ko mai kisne rape kiya porki,"['yeh', 'toh', 'pathani', 'kutte', 'hain', 'ko', 'ladkiyon', 'ka', 'rape', 'karte', 'hain', 'yaad', 'nahi', 'bangladeshi', 'ko', 'mai', 'kisne', 'rape', 'kiya', 'porki']",20
Sir him pakistani terrorism nahi hien him to pyaar karna or pyaar bantna jaanty hien terrorism to hum pey hoti hai.,no,sir pakistani terrorism nahi hien pyaar karna pyaar bantna jaanty hien terrorism hum pey hoti hai,"['sir', 'pakistani', 'terrorism', 'nahi', 'hien', 'pyaar', 'karna', 'pyaar', 'bantna', 'jaanty', 'hien', 'terrorism', 'hum', 'pey', 'hoti', 'hai']",16
Bas porkistan ka rape start hone wala hai ...dekh ache se maa k loude...hijde....,no,bas porkistan ka rape start hone wala hai dekh ache se maa k loudehijde,"['bas', 'porkistan', 'ka', 'rape', 'start', 'hone', 'wala', 'hai', 'dekh', 'ache', 'se', 'maa', 'k', 'loudehijde']",14
Haan bilkul jo rape kr k aur logo ko lynch kr k maza lay...aisa maza nai chahiye.,no,haan bilkul jo rape kr k aur logo ko lynch kr k maza layaisa maza nai chahiye,"['haan', 'bilkul', 'jo', 'rape', 'kr', 'k', 'aur', 'logo', 'ko', 'lynch', 'kr', 'k', 'maza', 'layaisa', 'maza', 'nai', 'chahiye']",17
#Pakistan mein aurto ka rape nahin hota hain kya?,no,pakistan mein aurto ka rape nahin hota hain kya,"['pakistan', 'mein', 'aurto', 'ka', 'rape', 'nahin', 'hota', 'hain', 'kya']",9
Yaar tum hamain sikha rahy ho k terrorism band karo...pehly hamara jo kashmir tum logn ny hathaya hua hai...usko tw peace main rakho...,no,yaar tum hamain sikha rahy ho k terrorism band karopehly hamara jo kashmir tum logn ny hathaya hua haiusko tw peace main rakho,"['yaar', 'tum', 'hamain', 'sikha', 'rahy', 'ho', 'k', 'terrorism', 'band', 'karopehly', 'hamara', 'jo', 'kashmir', 'tum', 'logn', 'ny', 'hathaya', 'hua', 'haiusko', 'tw', 'peace', 'main', 'rakho']",23
@CarryMinati #AyeCarry tujhe pta ki katta kya hota avi gujjar ke rape se phele,no,USER,['USER'],1
@chintskap aray  terrorist to tm khud ho jo Pakistan ke khilaf terrorism krte ho aur wese washroom bana rahe ho ya hum imdad Karen hahaha,no,USER,['USER'],1
Or Pakistan me Hindu ki kya halat hai Dekhi hai Maine kashmir me terrorism pakistan sponsored hai kashmiri musalman hai to shanti se rehne,yes,pakistan hindu ki kya halat hai dekhi hai maine kashmir terrorism pakistan sponsored hai kashmiri musalman hai shanti se rehne,"['pakistan', 'hindu', 'ki', 'kya', 'halat', 'hai', 'dekhi', 'hai', 'maine', 'kashmir', 'terrorism', 'pakistan', 'sponsored', 'hai', 'kashmiri', 'musalman', 'hai', 'shanti', 'se', 'rehne']",20
Girl in India na .... so ab ap Bharat mata ki jai ki bijaye Kia rape mata ki jai kehtay Ho again family ko dhyan sai bhejna londay pak Kai,no,girl india na ab ap bharat mata ki jai ki bijaye kia rape mata ki jai kehtay ho family ko dhyan sai bhejna londay pak kai,"['girl', 'india', 'na', 'ab', 'ap', 'bharat', 'mata', 'ki', 'jai', 'ki', 'bijaye', 'kia', 'rape', 'mata', 'ki', 'jai', 'kehtay', 'ho', 'family', 'ko', 'dhyan', 'sai', 'bhejna', 'londay', 'pak', 'kai']",26
"Pakistan terrorism ki kheti chor dega tho khayega kahan se,ooski ooplabddhi aur hai kya?",no,pakistan terrorism ki kheti chor dega tho khayega kahan seooski ooplabddhi aur hai kya,"['pakistan', 'terrorism', 'ki', 'kheti', 'chor', 'dega', 'tho', 'khayega', 'kahan', 'seooski', 'ooplabddhi', 'aur', 'hai', 'kya']",14
terrorism hum kartey hey khud to jese angel sari barbadi sari tabah ho wo bhi hamaray mulk mein sharam to nhin he insha Allah hum jeete gey,no,terrorism hum kartey hey khud jese angel sari barbadi sari tabah ho wo bhi hamaray mulk mein sharam nhin insha allah hum jeete gey,"['terrorism', 'hum', 'kartey', 'hey', 'khud', 'jese', 'angel', 'sari', 'barbadi', 'sari', 'tabah', 'ho', 'wo', 'bhi', 'hamaray', 'mulk', 'mein', 'sharam', 'nhin', 'insha', 'allah', 'hum', 'jeete', 'gey']",24
I hate pankaj udash,yes,hate pankaj udash,"['hate', 'pankaj', 'udash']",3
@Za1d sey kuch sikho aur apna mulk ko support karo love hate wala c****** band karo  https://twitter.com/Shamidrees/status/876215025068888064 …,yes,USER,['USER'],1
"Uncle jaani, apne ""rashtra"" ka terrorism band karwao pehle. Kaafi zyada ho gaya hai aaj kal. https://twitter.com/chintskap/status/875447907922567170 …",no,uncle jaani apne rashtra ka terrorism band karwao pehle kaafi zyada ho gaya hai aaj kal …,"['uncle', 'jaani', 'apne', 'rashtra', 'ka', 'terrorism', 'band', 'karwao', 'pehle', 'kaafi', 'zyada', 'ho', 'gaya', 'hai', 'aaj', 'kal', '…']",17
Tum Keh tay Pakistan Acha nahi Chalo Thik hai Tumare india Acha Phir Kise mother sister safe Kyun nahi Jawab Hain 15mint Ek rape hota hai,no,tum keh tay pakistan acha nahi chalo thik hai tumare india acha phir kise mother sister safe kyun nahi jawab hain mint ek rape hota hai,"['tum', 'keh', 'tay', 'pakistan', 'acha', 'nahi', 'chalo', 'thik', 'hai', 'tumare', 'india', 'acha', 'phir', 'kise', 'mother', 'sister', 'safe', 'kyun', 'nahi', 'jawab', 'hain', 'mint', 'ek', 'rape', 'hota', 'hai']",26
Dogs to Muslims hai Pakistan jaise jo sirf terrorism janta hai aur kuchh nahi,no,dogs muslims hai pakistan jaise jo sirf terrorism janta hai aur kuchh nahi,"['dogs', 'muslims', 'hai', 'pakistan', 'jaise', 'jo', 'sirf', 'terrorism', 'janta', 'hai', 'aur', 'kuchh', 'nahi']",13
Ye log kaun hai. Jo roz rape  killing  karte hai,yes,ye log kaun hai jo roz rape killing karte hai,"['ye', 'log', 'kaun', 'hai', 'jo', 'roz', 'rape', 'killing', 'karte', 'hai']",10
Pakistan ko terrorism chodne kahna thik waisa hi h jaise chirss gyal ko kahna bhai dhup me mat khada ho kala ho jayega,no,pakistan ko terrorism chodne kahna thik waisa hi h jaise chirss gyal ko kahna bhai dhup mat khada ho kala ho jayega,"['pakistan', 'ko', 'terrorism', 'chodne', 'kahna', 'thik', 'waisa', 'hi', 'h', 'jaise', 'chirss', 'gyal', 'ko', 'kahna', 'bhai', 'dhup', 'mat', 'khada', 'ho', 'kala', 'ho', 'jayega']",22
Ke sath rape kerne ko kaha,no,ke sath rape kerne ko kaha,"['ke', 'sath', 'rape', 'kerne', 'ko', 'kaha']",6
isko sirf NONMUSLIMS ko hi hota bandook terrorism taqiya sharia  azaan.lekin apne pak/muslim bhayi banduon k saath BATCHEET se hul hoti hai,no,isko sirf nonmuslims ko hi hota bandook terrorism taqiya sharia azaanlekin apne pakmuslim bhayi banduon k saath batcheet se hul hoti hai,"['isko', 'sirf', 'nonmuslims', 'ko', 'hi', 'hota', 'bandook', 'terrorism', 'taqiya', 'sharia', 'azaanlekin', 'apne', 'pakmuslim', 'bhayi', 'banduon', 'k', 'saath', 'batcheet', 'se', 'hul', 'hoti', 'hai']",22
"Bakwaasto lagega hi, Kyonki terrorism failanewale tum logho, isliye koi desh pak me cricket nhi khelta,china tum logo ko roti de rha hai na?",yes,bakwaasto lagega hi kyonki terrorism failanewale tum logho isliye koi desh pak cricket nhi kheltachina tum logo ko roti de rha hai na,"['bakwaasto', 'lagega', 'hi', 'kyonki', 'terrorism', 'failanewale', 'tum', 'logho', 'isliye', 'koi', 'desh', 'pak', 'cricket', 'nhi', 'kheltachina', 'tum', 'logo', 'ko', 'roti', 'de', 'rha', 'hai', 'na']",23
bhosdi ke tera rape kar diya kisi ne kya. Or videshi arya kon h tere he baap purkhe hoge. Ijjat kar saale,yes,bhosdi ke tera rape kar diya kisi ne kya videshi arya kon h tere baap purkhe hoge ijjat kar saale,"['bhosdi', 'ke', 'tera', 'rape', 'kar', 'diya', 'kisi', 'ne', 'kya', 'videshi', 'arya', 'kon', 'h', 'tere', 'baap', 'purkhe', 'hoge', 'ijjat', 'kar', 'saale']",20
Tabhi india me roz gang rape hoty hain. Kyun k sab ko baap banny ki jaldi hoti hai. Aap ki beti k sath hota tab kia karty? Tab baap kon hota,no,tabhi india roz gang rape hoty hain kyun k sab ko baap banny ki jaldi hoti hai aap ki beti k sath hota tab kia karty tab baap kon hota,"['tabhi', 'india', 'roz', 'gang', 'rape', 'hoty', 'hain', 'kyun', 'k', 'sab', 'ko', 'baap', 'banny', 'ki', 'jaldi', 'hoti', 'hai', 'aap', 'ki', 'beti', 'k', 'sath', 'hota', 'tab', 'kia', 'karty', 'tab', 'baap', 'kon', 'hota']",30
"#ThanksHanikarakBapu kyunki aap ne hi bola, 'I hate tears' and cheered me up @TreeboHotels",no,thankshanikarakbapu kyunki aap ne hi bola hate tears cheered USER,"['thankshanikarakbapu', 'kyunki', 'aap', 'ne', 'hi', 'bola', 'hate', 'tears', 'cheered', 'USER']",10
abey aaj 2 zinda bhi hai vo bhi india ko thank you bol varna pakistani army tere baap ko murder kar deti aur teri maa ka rape ke baad murder,no,abey aaj zinda bhi hai vo bhi india ko thank bol varna pakistani army tere baap ko murder kar deti aur teri maa ka rape ke baad murder,"['abey', 'aaj', 'zinda', 'bhi', 'hai', 'vo', 'bhi', 'india', 'ko', 'thank', 'bol', 'varna', 'pakistani', 'army', 'tere', 'baap', 'ko', 'murder', 'kar', 'deti', 'aur', 'teri', 'maa', 'ka', 'rape', 'ke', 'baad', 'murder']",28
"Media terrorism ka mul karan hai Deepak ChOrasia, ise turant jail bheja jaay #ArrestCHORasia",no,media terrorism ka mul karan hai deepak chorasia ise turant jail bheja jaay arrestchorasia,"['media', 'terrorism', 'ka', 'mul', 'karan', 'hai', 'deepak', 'chorasia', 'ise', 'turant', 'jail', 'bheja', 'jaay', 'arrestchorasia']",14
"Un logo se kabhi rishta mat rkhna jo bolte hai ""i hate winters yar pata nahi garmiya kab padegi"" #summers",no,un logo se kabhi rishta mat rkhna jo bolte hai hate winters yar pata nahi garmiya kab padegi summers,"['un', 'logo', 'se', 'kabhi', 'rishta', 'mat', 'rkhna', 'jo', 'bolte', 'hai', 'hate', 'winters', 'yar', 'pata', 'nahi', 'garmiya', 'kab', 'padegi', 'summers']",19
"Ab to hame bhi @modi ji ki vado se hate hoti Hai, bcoze ye bolate kuchh Hai Nd karte kuchh Hai... ufff https://twitter.com/BJP4UP/status/876054320713785344 …",yes,ab hame bhi USER,"['ab', 'hame', 'bhi', 'USER']",4
ha ha papam manasikanga ...rape chesaavu...ne paina nirbhaya case pettina thappu ledu...,no,ha ha papam manasikanga rape chesaavune paina nirbhaya case pettina thappu ledu,"['ha', 'ha', 'papam', 'manasikanga', 'rape', 'chesaavune', 'paina', 'nirbhaya', 'case', 'pettina', 'thappu', 'ledu']",12
Pakistan (West Pakistan) and Bangladesh (East Pakistan) Bangladeshi logon ka murder rape kiya tikaa khan(west pakistani army led by tikka,no,pakistan west pakistan bangladesh east pakistan bangladeshi logon ka murder rape kiya tikaa khanwest pakistani army led tikka,"['pakistan', 'west', 'pakistan', 'bangladesh', 'east', 'pakistan', 'bangladeshi', 'logon', 'ka', 'murder', 'rape', 'kiya', 'tikaa', 'khanwest', 'pakistani', 'army', 'led', 'tikka']",18
Aur mujhe lagta nhi h yakeen h tu rape ki aulad h,no,aur mujhe lagta nhi h yakeen h tu rape ki aulad h,"['aur', 'mujhe', 'lagta', 'nhi', 'h', 'yakeen', 'h', 'tu', 'rape', 'ki', 'aulad', 'h']",12
Terrorist sub nai ko bolo q ap log nafrat pahla chate ho tum jeso ki waja se desh ka badnam karte ho,yes,terrorist sub nai ko bolo q ap log nafrat pahla chate ho tum jeso ki waja se desh ka badnam karte ho,"['terrorist', 'sub', 'nai', 'ko', 'bolo', 'q', 'ap', 'log', 'nafrat', 'pahla', 'chate', 'ho', 'tum', 'jeso', 'ki', 'waja', 'se', 'desh', 'ka', 'badnam', 'karte', 'ho']",22
Rishi g Modi s kaho terrorism khatam Katy,no,rishi g modi kaho terrorism khatam katy,"['rishi', 'g', 'modi', 'kaho', 'terrorism', 'khatam', 'katy']",7
"Pushpa, mujhse ye aansu nahi dekhe jaate, I hate tears -",no,pushpa mujhse ye aansu nahi dekhe jaate hate tears,"['pushpa', 'mujhse', 'ye', 'aansu', 'nahi', 'dekhe', 'jaate', 'hate', 'tears']",9
"Day 1: I hate cases, yaar.",yes,day hate cases yaar,"['day', 'hate', 'cases', 'yaar']",4
Han tariff ki te likn is ka matlab ye hargiz nahi k ap ki har baat teek hogi. Isi IK pay ap nay rape ka ilzam b lagaya ta 16 saal larki k 7.,no,han tariff ki te likn ka matlab ye hargiz nahi k ap ki har baat teek hogi isi ik pay ap nay rape ka ilzam b lagaya ta saal larki k,"['han', 'tariff', 'ki', 'te', 'likn', 'ka', 'matlab', 'ye', 'hargiz', 'nahi', 'k', 'ap', 'ki', 'har', 'baat', 'teek', 'hogi', 'isi', 'ik', 'pay', 'ap', 'nay', 'rape', 'ka', 'ilzam', 'b', 'lagaya', 'ta', 'saal', 'larki', 'k']",31
